Column1,asin,ISBN10,title,author,genre,subgenre,currency,final_price,initial_price,domain,format_1_type,format_1_price,format_2_type,format_2_price,format_3_type,format_3_price,rating,reviews_count,overall_best_seller_rank,seller_id,seller_name,timestamp
911,0857199099,0857199099,The Psychology Of Money Hardback,Morgan Housel,Business & Money,Economics,USD,15.83,27,www.amazon.com,Kindle ,10.99,Audiobook ,0,Paperback ,16.89,4.7,11867,690,ATVPDKIKX0DER,Amazon,12/21/2021
912,031033750X,031033750X,The Purpose Driven Life,Rick Warren,Christian Books & Bibles,Christian Living,USD,17.99,19.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,7.46,4.8,10803,1984,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
913,1984881663,1984881663,The Push,Ashley Audrain,Literature & Fiction,Fiction,USD,19.69,26,www.amazon.com,Kindle ,11.99,Audiobook ,0,Paperback ,23.99,4.3,18598,2846,ATVPDKIKX0DER,BrainyStill,12/21/2021
914,0316310379,0316310379,The Queen Of Nothing,Holly Black,Teen & Young Adult,Fiction,USD,10.99,12.99,www.amazon.com,Kindle ,10.99,Audiobook ,0,Hardcover ,12.5,4.7,12296,3961,ATVPDKIKX0DER,bookoutlet1,12/21/2021
915,1400030609,1400030609,The Queen S Gambit,Walter Tevis,Literature & Fiction,Fiction,USD,9.87,16.95,www.amazon.com,Kindle ,0,Audiobook ,0,Hardcover ,850,4.7,16251,5639,ATVPDKIKX0DER,Lanning Haas Books,12/21/2021
916,0345530578,034553057,The Racketeer,John Grisham,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,7.48,9.99,www.amazon.com,Kindle ,8.99,Audiobook ,0,Hardcover ,16.98,4.4,19766,,ATVPDKIKX0DER,Rich Media Direct,12/21/2021
917,1558580093,1558580093,The Rainbow Fish,Marcus PfisterJ Alison James,Children's Books,Growing Up & Facts of Life,USD,13.99,18.95,www.amazon.com,Paperback ,NA,Board book ,5.94,,NA,4.8,12685,793,ATVPDKIKX0DER,2nd Life Aloha,12/21/2021
918,1984819585,1984819585,The Reckoning,John Grisham,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,10.16,17,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,11.09,4.2,17530,19049,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
919,B08V75GSDQ,,The Red Book,"James Patterson (Author), David Ellis (Author), Edoardo Ballerini (Narrator), Little, Brown & Company (Publisher) & 1 more","Mystery, Thriller & Suspense",Mystery,USD,9.99,NA,www.amazon.com,Kindle ,14.99,Hardcover ,14,Paperback ,16.99,4.6,10227,2482,,Amazon,12/21/2021
920,0991243560,0991243560,The Restaurant,Pamela M. Kelley,Literature & Fiction,Fiction,USD,10.78,12.99,www.amazon.com,Kindle ,4.99,Audiobook ,0,Audio CD ,NA,4.1,14791,7931,ATVPDKIKX0DER,Jenson Books Inc,12/21/2021
921,1538728575,1538728575,The Return,Nicholas Sparks,Literature & Fiction,Fiction,USD,10.36,28,www.amazon.com,Kindle ,11.99,Audiobook ,0,Paperback ,12.48,4.6,32995,5256,ATVPDKIKX0DER,Amazon Warehouse,12/21/2021
922,054792819X,054792819X,The Return Of The King,J.R.R. Tolkien,Literature & Fiction,United States,USD,12.14,16.99,www.amazon.com,Kindle ,0,Audiobook ,0,Hardcover ,24.99,4.8,17171,12546,ATVPDKIKX0DER,2nd Life Aloha,12/21/2021
923,0451205367,0451205367,The Richest Man In Babylon,George S. Clason,Business & Money,Business Culture,USD,8.99,9.99,www.amazon.com,Kindle ,1.99,Audiobook ,0,Hardcover ,12.95,4.7,21870,36935,ATVPDKIKX0DER,Jenson Books Inc,12/21/2021
924,0399592091,0399592091,The Ride Of A Lifetime,Robert Iger,Humor & Entertainment,Movies,USD,17.79,28,www.amazon.com,Kindle ,14.99,Audiobook ,0,Paperback ,16.8,4.8,11741,1757,ATVPDKIKX0DER,KF Sales Co,12/21/2021
925,091386613X,091386613X,The Rider Tarot Deck,Arthur Edward Waite,Religion & Spirituality,New Age & Spirituality,USD,19.76,21.95,www.amazon.com,Hardcover ,24.99,Paperback ,33.85,,NA,4.8,18739,3144,ATVPDKIKX0DER,Amazon,12/21/2021
926,0307387895,9780307387899,The Road,Cormac McCarthy,Literature & Fiction,Contemporary,USD,12.08,16.95,www.amazon.com,Kindle ,13.99,Audiobook ,0,Hardcover ,17.76,4.4,10644,3251,ATVPDKIKX0DER,VMG Books & Media,12/21/2021
927,1982148039,1982148039,The Room Where It Happened,by John Bolton (Author),Politics & Social Sciences,Politics & Government,USD,12.99,32.5,www.amazon.com,Kindle ,NA,Audiobook ,0,Paperback ,28.99,4.3,48992,10882,ATVPDKIKX0DER,"1UP Video Games, Books & DVDs",12/21/2021
928,1101967706,1101967706,The Rooster Bar,John Grisham,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,7.35,9.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,12.75,4.2,13195,24044,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
929,0062943472,0062943472,The Rose Code,Kate Quinn,Literature & Fiction,Fiction,USD,13.49,17.99,www.amazon.com,Kindle ,11.99,Audiobook ,0,Hardcover ,23.99,4.7,17211,887,ATVPDKIKX0DER,Amazon,12/21/2021
930,1476729093,1476729093,The Rosie Project,Graeme Simsion,Literature & Fiction,World Literature,USD,10.66,17.99,www.amazon.com,Kindle ,0,Audiobook ,0,Hardcover ,25.51,4.5,20649,8658,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
931,0143134116,0143134116,The Salt Path,Raynor Winn,Reference,"Writing, Research & Publishing Guides",USD,14.9,17,www.amazon.com,Kindle ,13.99,Audiobook ,0,Hardcover ,47.03,4.4,11306,23585,ATVPDKIKX0DER,B&D ENTERPRISES LLC,12/21/2021
932,0593296672,0593296672,The Sanatorium,Sarah Pearse,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,14.83,27,www.amazon.com,Kindle ,13.99,Audiobook ,0,Paperback ,11.87,3.9,13845,3202,ATVPDKIKX0DER,Media Trading Inc,12/21/2021
933,0762459816,0762459816,The Screaming Goat,,Humor & Entertainment,Humor,USD,7.7,9.95,www.amazon.com,,NA,,NA,,NA,4.7,22185,5,ATVPDKIKX0DER,Amazon,12/21/2021
934,0786856866,0545271908,The Sea Of Monsters,Rick Riordan,Children's Books,"Fairy Tales, Folk Tales & Myths",USD,11.99,17.99,www.amazon.com,Kindle ,0,Audiobook ,0,Paperback ,5.98,4.8,10827,17031,ATVPDKIKX0DER,California Book Bag,12/21/2021
935,073522465X,073522465X,The Searcher,Tana French,"Mystery, Thriller & Suspense",Mystery,USD,12.79,27,www.amazon.com,Kindle ,12.99,Audiobook ,0,Paperback ,17.27,4.3,22178,5734,ATVPDKIKX0DER,SillyHarpy Books,12/21/2021
936,1582701709,1582701709,The Secret,Rhonda Byrne,Religion & Spirituality,New Age & Spirituality,USD,11.62,23.95,www.amazon.com,Kindle ,12.99,Audiobook ,0,Paperback ,17.9,4.6,28483,819,ATVPDKIKX0DER,GreatBookDealz,12/21/2021
937,0062981951,0062981951,The Secret Garden,Frances Hodgson Burnett,Children's Books,Fiction,USD,15.49,18.99,www.amazon.com,Kindle ,0,Audiobook ,0,Paperback ,6.99,4.7,10041,44643,ATVPDKIKX0DER,glenthebookseller,12/21/2021
938,0956932304,0956932304,The Secret Lake,Karen Inglis,Children's Books,Growing Up & Facts of Life,USD,7.99,NA,www.amazon.com,Kindle ,0,Audiobook ,0,,NA,4.7,11923,337,ATVPDKIKX0DER,Blessed Book,12/21/2021
939,B089GSG9K5,,The Secret Stealers,Jane Healey,Literature & Fiction,Fiction,USD,9.99,NA,www.amazon.com,Audiobook Audiobook ,0,Paperback ,6.99,Audio CD ,4.42,4.5,15678,1911,,Amazon,12/21/2021
940,178681630X,178681630X,The Secrets We Keep,Kate Hewitt,Literature & Fiction,Fiction,USD,9.89,10.99,www.amazon.com,Kindle ,3.99,Audiobook ,0,,NA,4.2,10919,7050,ATVPDKIKX0DER,Luxifi,12/21/2021
941,0062059947,0062059947,The Selection,Kiera Cass,Teen & Young Adult,Science Fiction & Fantasy,USD,6.48,12.99,www.amazon.com,Kindle ,0,Audiobook ,0,Hardcover ,15.59,4.6,11072,5091,ATVPDKIKX0DER,Valleys Books & More,12/21/2021
942,1984818465,1984818465,The Sentinel,Lee ChildAndrew Child,Literature & Fiction,Action & Adventure,USD,13,28.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Paperback ,10.87,4.3,47883,15606,ATVPDKIKX0DER,Big Book Guy,12/21/2021
943,1501139231,1501139231,The Seven Husbands Of Evelyn Hugo,Taylor Jenkins Reid,Literature & Fiction,Fiction,USD,22.49,28,www.amazon.com,Kindle ,13.99,Audiobook ,0,Paperback ,9.42,4.6,39573,2395,ATVPDKIKX0DER,The_Book_Brothers,12/21/2021
944,0964729237,0964729237,The Shack,William P. Young,Christian Books & Bibles,Fiction,USD,8.25,15.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,25.13,4.7,22171,1325,ATVPDKIKX0DER,LOT 27,12/21/2021
945,125019623X,125019623X,The Shadow And Bone Trilogy Boxed Set,Leigh Bardugo,Teen & Young Adult,Science Fiction & Fantasy,USD,19.78,32.97,www.amazon.com,Kindle ,18.82,,NA,,NA,4.7,10449,565,ATVPDKIKX0DER,Amazon,12/21/2021
946,B08D3Z2D69,,The Shadow Box,"Luanne Rice (Author), Nicol Zanzarella (Narrator), Jim Frangione (Narrator), Brilliance Audio (Publisher) & 1 more","Mystery, Thriller & Suspense",Mystery,USD,9.99,NA,www.amazon.com,Kindle ,0,Hardcover ,12.79,Paperback ,10.93,4.4,47338,2386,,Amazon,12/21/2021
947,0345806786,0345806786,The Shining,Stephen King,Literature & Fiction,Fiction,USD,10.73,18,www.amazon.com,Kindle ,8.99,Audiobook ,0,Hardcover ,36.49,4.8,19461,1688,ATVPDKIKX0DER,Amazon,12/21/2021
948,B00YTXTIDO,,The Short Drop,Matthew FitzSimmons,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Audiobook Audiobook ,0,Hardcover ,34.49,Paperback ,11.95,4.5,11173,13174,,Amazon,12/21/2021
949,1250301696,1250301696,The Silent Patient,Alex Michaelides,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,12.99,26.99,www.amazon.com,Kindle ,12.5,Audiobook ,0,Paperback ,13.32,4.5,92537,286,ATVPDKIKX0DER,Vivé Liber Books LLC,12/21/2021
950,1538714655,1538714655,The Silent Wife,Kerry Fisher,Literature & Fiction,Fiction,USD,11.69,12.99,www.amazon.com,Kindle ,3.99,Audiobook ,0,Mass Market Paperback ,7.99,4.3,14299,10270,ATVPDKIKX0DER,Fast Books Now,12/21/2021
951,B00IMLDGIM,,The Silkworm,"Robert Galbraith (Author), Robert Glenister (Narrator), Hachette Audio (Publisher) & 0 more","Mystery, Thriller & Suspense",Mystery,USD,9.99,NA,www.amazon.com,Kindle ,9.99,Hardcover ,13,Paperback ,11.97,4.3,14469,4415,,Amazon,12/21/2021
952,0618391118,0618391118,The Silmarillion,J.R.R. Tolkien,Literature & Fiction,United States,USD,32.99,40,www.amazon.com,Kindle ,0,Audiobook ,0,Paperback ,15.49,4.7,10261,5327,ATVPDKIKX0DER,VMG Books & Media,12/21/2021
953,198482564X,198482564X,The Skinnytaste Air Fryer Cookbook,Gina Homolka,"Crafts, Hobbies & Home",Home Improvement & Design,USD,14.06,22,www.amazon.com,Kindle ,8.99,,NA,,NA,4.6,10854,477,ATVPDKIKX0DER,kichoyproductions,12/21/2021
954,1542005159,1542005159,The Skylark S Secret,Fiona Valpy,Literature & Fiction,Fiction,USD,8.79,14.95,www.amazon.com,Kindle ,0,Audiobook ,0,Audio CD ,14.99,4.4,15433,65820,ATVPDKIKX0DER,Goodwill Industries of Houston,12/21/2021
955,0062060619,0062060619,The Song Of Achilles,Madeline Miller,Literature & Fiction,Fiction,USD,25.19,27.99,www.amazon.com,Kindle ,10.49,Audiobook ,0,Paperback ,10.35,4.7,31125,4956,ATVPDKIKX0DER,Goodwill of Colorado,12/21/2021
956,1638788499,1638788499,The Spell Book For New Witches,Ambrosia Hawthorn,Religion & Spirituality,New Age & Spirituality,USD,10.64,22.99,www.amazon.com,Kindle ,0,Audiobook ,0,Paperback ,10.19,4.7,13715,14501,ATVPDKIKX0DER,Amazon,12/21/2021
957,0385348711,0385348711,The Splendid And The Vile,Erik Larson,Biographies & Memoirs,Leaders & Notable People,USD,15.25,32,www.amazon.com,Kindle ,11.99,Audiobook ,0,Paperback ,18.99,4.7,24717,430,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
958,1101904216,1101904216,The Spy And The Traitor,Ben Macintyre,History,Americas,USD,14.29,18,www.amazon.com,Kindle ,14.99,Audiobook ,0,Hardcover ,NA,4.7,12522,259,ATVPDKIKX0DER,Momma's Media,12/21/2021
959,0307947300,0307947300,The Stand,Stephen King,Literature & Fiction,Fiction,USD,9.75,18,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,24.12,4.7,22356,3295,ATVPDKIKX0DER,Mortuus Books,12/21/2021
960,0316460834,0316460834,The Step By Step Instant Pot Cookbook,Jeffrey Eisner,"Cookbooks, Food & Wine",Main Courses & Side Dishes,USD,10.78,19.99,www.amazon.com,Kindle ,11.99,Spiral-bound ,24.55,,NA,4.7,24744,199,ATVPDKIKX0DER,GoodwillBooks,12/21/2021
961,B07YG8L383,,The Stopover,"T L Swan (Author), Sebastian York (Narrator), CJ Bloom (Narrator), Brilliance Audio (Publisher) & 1 more",Literature & Fiction,Women's Fiction,USD,9.99,NA,www.amazon.com,Kindle ,0,Paperback ,9.95,Audio CD ,14.99,4.5,11453,2250,,Amazon,12/21/2021
962,B07415PPP1,,The Storyteller S Secret,Sejal Badani,Literature & Fiction,Fiction,USD,9.99,NA,www.amazon.com,Audiobook Audiobook ,0,Hardcover ,17.99,Paperback ,8.99,4.6,15898,4712,,Amazon,12/21/2021
963,0062457713,0062457713,The Subtle Art Of Not Giving A F Ck,Mark Manson,Self-Help,Happiness,USD,11.5,26.99,www.amazon.com,Kindle ,12.99,Audiobook ,0,Paperback ,20.71,4.6,58209,20,ATVPDKIKX0DER,Surfin' Jonny's Used Books.,12/21/2021
964,1449486797,1449486797,The Sun And Her Flowers,Rupi Kaur,Literature & Fiction,Poetry,USD,9,16.99,www.amazon.com,Kindle ,0,Audiobook ,0,Hardcover ,12.42,4.8,13703,575,ATVPDKIKX0DER,Vivé Liber Books LLC,12/21/2021
965,B0888TMYGZ,,The Survivors,"Jane Harper (Author), Stephen Shanahan (Narrator), Macmillan Audio (Publisher) & 0 more",Literature & Fiction,Fiction,USD,9.99,NA,www.amazon.com,Kindle ,14.99,Hardcover ,18.2,Paperback ,28.93,4.2,11244,5551,,Amazon,12/21/2021
966,B00J4W2HFG,,The Target,"David Baldacci (Author), Ron McLarty (Narrator), Orlagh Cassidy (Narrator), Hachette Audio (Publisher) & 1 more",Literature & Fiction,Action & Adventure,USD,9.99,NA,www.amazon.com,Kindle ,11.99,Hardcover ,18.38,Paperback ,13.71,4.5,10664,4910,,Amazon,12/21/2021
967,0062797158,0062797158,The Tattooist Of Auschwitz,Heather Morris,Literature & Fiction,Fiction,USD,12.4,16.99,www.amazon.com,Kindle ,10.99,Audiobook ,0,Hardcover ,24.99,4.7,46174,2400,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
968,1501180819,1501180819,The Terminal List,Jack Carr,Literature & Fiction,Action & Adventure,USD,17.79,28,www.amazon.com,Kindle ,12.99,Audiobook ,0,Paperback ,12.13,4.7,11963,8340,ATVPDKIKX0DER,BookaBookNowFREE,12/21/2021
969,0525562621,0525562621,The Testaments,Margaret Atwood,Literature & Fiction,Fiction,USD,12.26,16.95,www.amazon.com,Kindle ,11.99,Audiobook ,0,Hardcover ,16.13,4.6,25363,5819,ATVPDKIKX0DER,Amazon,12/21/2021
970,1525823566,1525823566,The Things We Cannot Say,Kelly Rimmer,Literature & Fiction,Fiction,USD,13.58,16.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,31.99,4.7,10429,1713,ATVPDKIKX0DER,Amazon,12/21/2021
971,B00M0D2HQ0,1419741934,The Third Wheel,Jeff Kinney,Children's Books,Humor,USD,8.99,14.99,www.amazon.com,Kindle & comiXology ,1.99,Audiobook ,0,Paperback ,8.37,4.7,10239,1646,ATVPDKIKX0DER,Clean Earth Books,12/21/2021
972,0765377063,0765377063,The Three Body Problem,Cixin Liu,Literature & Fiction,World Literature,USD,15.99,27.99,www.amazon.com,Kindle ,0,Audiobook ,0,Paperback ,10.59,4.3,10996,8129,ATVPDKIKX0DER,Goodwill Southern California,12/21/2021
973,1984880985,1984880985,The Thursday Murder Club,Richard Osman,Literature & Fiction,British & Irish,USD,13.39,17,www.amazon.com,Kindle ,11.99,Audiobook ,0,Hardcover ,28.56,4.3,67564,282,ATVPDKIKX0DER,gwspokanebooks,12/21/2021
974,1423101456,1423101456,The Titan S Curse,Rick Riordan,Children's Books,"Fairy Tales, Folk Tales & Myths",USD,11.75,17.99,www.amazon.com,Kindle ,0,Audiobook ,0,Paperback ,5,4.8,10131,18574,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
975,1595555277,9781595555274,The Total Money Makeover,Dave Ramsey,Christian Books & Bibles,Christian Living,USD,11.88,28.99,www.amazon.com,Kindle ,15.49,Audiobook ,0,Audio CD ,52.97,4.7,23240,541,ATVPDKIKX0DER,Jenson Books Inc,12/21/2021
976,1484746457,1484746457,The Tower Of Nero,Rick Riordan,Children's Books,"Fairy Tales, Folk Tales & Myths",USD,13.12,19.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Paperback ,20.57,4.9,13292,2525,ATVPDKIKX0DER,SellingBooksForSchool,12/21/2021
977,1951025083,1951025083,The Try Not To Laugh Challenge Would Your Rather Eww Edition,Crazy Corey,Children's Books,"Activities, Crafts & Games",USD,6.99,NA,www.amazon.com,Kindle ,0,Spiral-bound ,18.95,,NA,4.6,14793,163,ATVPDKIKX0DER,Clean Earth Books,12/21/2021
978,1503951812,1503951812,The Tuscan Child,Rhys Bowen,Literature & Fiction,Fiction,USD,10.99,14.95,www.amazon.com,Kindle ,0,Audiobook ,0,Hardcover ,13.89,4.3,15766,38132,ATVPDKIKX0DER,OBXBookRescue,12/21/2021
979,1646084357,1646084357,The Ultimate Guide To Modern Calligraphy Hand Lettering For Beginners,June & Lucy,Arts & Photography,Drawing,USD,18.66,24.99,www.amazon.com,Paperback ,6.99,,NA,,NA,4.6,20760,5657,ATVPDKIKX0DER,Amazon,12/21/2021
980,1699451958,1699451958,The Ultimate Instant Pot Cookbook,Simon Rush,"Cookbooks, Food & Wine",Regional & International,USD,9.9,NA,www.amazon.com,Kindle ,4.99,Spiral-bound ,21.99,,NA,4.3,16904,775,ATVPDKIKX0DER,Amazon,12/21/2021
981,0345804325,0345804325,The Underground Railroad,Colson Whitehead,Literature & Fiction,United States,USD,13.01,16.95,www.amazon.com,Kindle ,11.99,Audiobook ,0,Hardcover ,16.49,4.5,17466,4936,A3K0ENLK4RWRFC,Babs BooksBabs Books-OnTimeBooks-,12/21/2021
982,1501128035,1501128035,The Unhoneymooners,Christina Lauren,Literature & Fiction,Women's Fiction,USD,8.44,16.99,www.amazon.com,Kindle ,10.99,Audiobook ,0,Audio CD ,19.99,4.5,15472,617,ATVPDKIKX0DER,Goodwill Minnesota,12/21/2021
983,0812983459,0812983459,The Unlikely Pilgrimage Of Harold Fry,Rachel Joyce,Literature & Fiction,Fiction,USD,11,17,www.amazon.com,Kindle ,12.99,Audiobook ,0,Hardcover ,20.95,4.4,11120,29475,ATVPDKIKX0DER,Veteran-Outsource??,12/21/2021
984,1440503257,1440503257,The Unofficial Harry Potter Cookbook,Dinah Bucholz,Children's Books,"Arts, Music & Photography",USD,9.99,19.95,www.amazon.com,Kindle ,0,,NA,,NA,4.7,25249,19,ATVPDKIKX0DER,Amazon,12/21/2021
985,1572245379,1572245379,The Untethered Soul,Michael A. Singer,"Health, Fitness & Dieting",Alternative Medicine,USD,14.45,18.95,www.amazon.com,Kindle ,9.99,Hardcover ,11.29,Audio CD ,17.49,4.7,20224,471,ATVPDKIKX0DER,Amazon,12/21/2021
986,0525536299,0525536299,The Vanishing Half,Brit Bennett,Literature & Fiction,Fiction,USD,17.37,27,www.amazon.com,Kindle ,11.99,Audiobook ,0,Paperback ,16.6,4.4,78423,862,ATVPDKIKX0DER,2nd Life Aloha,12/21/2021
987,B08CV9SPDQ,,The Venice Sketchbook,Rhys Bowen,Literature & Fiction,Fiction,USD,9.99,NA,www.amazon.com,Audiobook Audiobook ,0,Hardcover ,14.59,Paperback ,10.99,4.5,28466,18,,Amazon,12/21/2021
988,0399226907,0399226907,The Very Hungry Caterpillar,Eric Carle,Children's Books,Early Learning,USD,5.06,NA,www.amazon.com,Kindle ,8.99,Audiobook ,0,,NA,4.9,43177,48,ATVPDKIKX0DER,Amazon,12/21/2021
989,006313862X,006313862X,The Viscount Who Loved Me,Julia Quinn,Literature & Fiction,Women's Fiction,USD,7.5,16.99,www.amazon.com,Kindle ,7.99,Audiobook ,0,Hardcover ,20.99,4.6,24901,3223,ATVPDKIKX0DER,Valleys Books & More,12/21/2021
990,1936891026,1936891026,The War Of Art,Steven Pressfield,"Health, Fitness & Dieting",Psychology & Counseling,USD,12.95,NA,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,NA,4.6,11425,2006,ATVPDKIKX0DER,Little Tahoma Books,12/21/2021
991,0679763880,0679763880,The Warmth Of Other Suns,Isabel Wilkerson,Politics & Social Sciences,Social Sciences,USD,15.95,17.95,www.amazon.com,Kindle ,14.99,Audiobook ,0,Hardcover ,29.99,4.8,14899,1720,ATVPDKIKX0DER,MjTreasuresCT,12/21/2021
992,B08HDK46CR,,The Watcher Girl,"Minka Kent (Author), Saskia Maarleveld (Narrator), Brilliance Audio (Publisher) & 0 more","Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Kindle ,0,Paperback ,8.79,Audio CD ,4.66,4.2,10509,7926,,Amazon,12/21/2021
993,0399590595,0399590595,The Water Dancer,Ta-Nehisi Coates,Literature & Fiction,United States,USD,14.69,28,www.amazon.com,Kindle ,13.99,Audiobook ,0,Paperback ,12.31,4.6,11732,23166,ATVPDKIKX0DER,EmeraldGems,12/21/2021
994,0765326353,9780765326355,The Way Of Kings,Brandon Sanderson,Science Fiction & Fantasy,Fantasy,USD,23.58,37.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Paperback ,14.79,4.8,20154,3921,ATVPDKIKX0DER,Booksabillions,12/21/2021
995,B08DYF1ZJ2,,The Wedding Game,"Meghan Quinn (Author), Lauren Sweet (Narrator), Tor Thom (Narrator), Brilliance Audio (Publisher) & 1 more",Literature & Fiction,Women's Fiction,USD,9.99,NA,www.amazon.com,Kindle ,0,Paperback ,6.69,Audio CD ,22.99,4.2,11303,5617,,Amazon,12/21/2021
996,B01C1LUFFK,,The Whistler,by John Grisham (Author) Format: Kindle Edition,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Hardcover ,157.63,,NA,,NA,4.4,16063,73,,Amazon,12/21/2021
997,0553386697,9780553386691,The Whole Brain Child,Daniel J. SiegelTina Payne Bryson,"Health, Fitness & Dieting",Psychology & Counseling,USD,10.76,17,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,13.39,4.8,11457,621,ATVPDKIKX0DER,JW-Wilson,12/21/2021
998,0544609719,0544609719,The Whole30,Melissa Hartwig UrbanDallas Hartwig,"Cookbooks, Food & Wine",Special Diet,USD,14.98,30,www.amazon.com,Kindle ,14.99,Paperback ,22.58,Spiral-bound ,34.99,4.6,14012,1481,ATVPDKIKX0DER,2nd Life Aloha,12/21/2021
999,0316310328,0316310328,The Wicked King,Holly Black,Teen & Young Adult,Fiction,USD,10.99,12.99,www.amazon.com,Kindle ,12.99,Audiobook ,0,Hardcover ,15.73,4.7,11069,3286,ATVPDKIKX0DER,Amazon,12/21/2021
1000,1250130948,1250130948,The Wife Between Us,Greer HendricksSarah Pekkanen,Literature & Fiction,Women's Fiction,USD,9.98,16.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,13,4.4,11865,9862,ATVPDKIKX0DER,Vivé Liber Books LLC,12/21/2021
1001,0062466593,0062466593,The Wild Unknown Tarot Deck And Guidebook,Kim Krans,Religion & Spirituality,New Age & Spirituality,USD,28.61,39.99,www.amazon.com,Cards ,40,,NA,,NA,4.8,19404,3511,ATVPDKIKX0DER,Goodwill Industries of Southern Nevada,12/21/2021
1002,0756407915,0756407915,The Wise Man S Fear,Patrick Rothfuss,Literature & Fiction,Action & Adventure,USD,7.39,9.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,23.49,4.7,16350,7537,ATVPDKIKX0DER,Bay State Book Company,12/21/2021
1003,1538728621,1538728621,The Wish,Nicholas Sparks,Literature & Fiction,Fiction,USD,14,28,www.amazon.com,Kindle ,14.99,Audiobook ,0,Paperback ,19.99,4.8,13371,57,ATVPDKIKX0DER,Amazon,12/21/2021
1004,B07S75YF4G,,The Wives,"Tarryn Fisher (Author), Lauren Fortgang (Narrator), Harlequin Audio (Publisher) & 0 more","Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Kindle ,9.99,Hardcover ,14.89,Paperback ,9.65,4.1,11280,1752,,Amazon,12/21/2021
1005,1501132954,1501132954,The Woman In Cabin 10,Ruth Ware,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,7.2,16,www.amazon.com,Kindle ,12.99,Audiobook ,0,Hardcover ,15.96,4.2,11104,7507,ATVPDKIKX0DER,Amazon,12/21/2021
1006,0062678426,0062678426,The Woman In The Window,A. J Finn,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,7.98,17.99,www.amazon.com,Kindle ,10.99,Audiobook ,0,Hardcover ,13.23,4.4,33470,2569,ATVPDKIKX0DER,Amazon,12/21/2021
1007,0385376715,0385376715,The Wonderful Things You Will Be,Emily Winfield Martin,Children's Books,Growing Up & Facts of Life,USD,8.55,17.99,www.amazon.com,Kindle ,10.99,Audiobook ,0,,NA,4.9,18752,89,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
1008,0545261244,0545261244,The Wonky Donkey,Craig Smith,Children's Books,Animals,USD,5.28,7.99,www.amazon.com,Kindle ,4.99,Spiral-bound ,17.55,Board book ,NA,4.8,64835,115,ATVPDKIKX0DER,Montes Books and More,12/21/2021
1009,1407197797,1407197797,The Wonky Donkey Book Toy Boxed Set,Craig Smith,Children's Books,Growing Up & Facts of Life,USD,23.41,NA,www.amazon.com,Kindle ,4.99,Board book ,NA,,NA,4.8,64835,459566,A2LV0SRZBF8L1P,BOOKS etc. _BOOKS etc. _,12/21/2021
1010,1455524204,1455524204,The Wrong Side Of Goodbye,Michael Connelly,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,18.48,4.7,11478,27543,ATVPDKIKX0DER,Violonick,12/21/2021
1011,1501154656,1501154656,Then She Was Gone,Lisa Jewell,Literature & Fiction,Fiction,USD,8.52,16,www.amazon.com,Kindle ,12.99,Audiobook ,0,Library Binding ,35.99,4.6,37344,511,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
