Column1,asin,ISBN10,title,author,genre,subgenre,currency,final_price,initial_price,domain,format_1_type,format_1_price,format_2_type,format_2_price,format_3_type,format_3_price,rating,reviews_count,overall_best_seller_rank,seller_id,seller_name,timestamp
199,9386217961,9789386217967,Diagnostic And Statistical Manual Of Mental Disorders 5th Edition,"by The Committee on Nomenclature and Statistics of the American Psychiatric Association (Author), Chairman Ernest M Gruenberg (Editor)","Health, Fitness & Dieting",Psychology & Counseling,USD,28.95,35.98,www.amazon.com,Hardcover ,38.5,,NA,,NA,4.7,10487,120849,A1MLN0Z8GRJRSL,Del viewDel viewBooks N Media,12/21/2021
200,0986444138,9780986444135,Diary Of A Minecraft Zombie Book 1,Zack Zombie,Children's Books,"Activities, Crafts & Games",USD,5.71,NA,www.amazon.com,Kindle ,0,Audiobook ,0,Hardcover ,11.99,4.7,10062,526,ATVPDKIKX0DER,Clean Earth Books,12/21/2021
201,B0051XV5Y6,1419741853,Diary Of A Wimpy Kid,Jeff Kinney,Children's Books,Humor,USD,9.48,14.99,www.amazon.com,Kindle & comiXology ,1.99,Audiobook ,0,Paperback ,9.26,4.8,12027,251,ATVPDKIKX0DER,Goodwill of Dayton Ohio,12/21/2021
202,B001NHNG64,,Die Trying,Lee Child,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Audiobook Audiobook ,0,Hardcover ,30.99,Paperback ,16.34,4.5,13440,4727,,Amazon,12/21/2021
203,1546595902,1546595902,Difficult Riddles For Smart Kids,M Prefontaine,Children's Books,"Activities, Crafts & Games",USD,5.99,NA,www.amazon.com,Kindle ,0,,NA,,NA,4.6,23170,4,ATVPDKIKX0DER,Amazon,12/21/2021
204,1510764690,1510764690,Disloyal,Michael Cohen,Biographies & Memoirs,Leaders & Notable People,USD,15.95,32.5,www.amazon.com,Kindle ,16.99,Audiobook ,0,,NA,4.6,30362,10052,ATVPDKIKX0DER,Jager Trader,12/21/2021
205,1449483186,1449483186,Disney Dreams Collection Thomas Kinkade Studios Coloring Book,Thomas Kinkade,"Crafts, Hobbies & Home",Crafts & Hobbies,USD,6.79,12.99,www.amazon.com,Spiral-bound ,18.49,,NA,,NA,4.7,24370,133,ATVPDKIKX0DER,goodwill_ind_of_mid_tn,12/21/2021
206,0062024027,9780062024022,Divergent,Veronica Roth,Teen & Young Adult,Fiction,USD,10.81,18.99,www.amazon.com,Kindle ,0,Audiobook ,0,Paperback ,8.46,4.6,29549,24645,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
207,0063040514,0063040514,Divergent 10th Anniversary Edition,Veronica Roth,Teen & Young Adult,Fiction,USD,8.39,12.99,www.amazon.com,Kindle ,0,Audiobook ,0,Hardcover ,10.81,4.6,29549,62960,ATVPDKIKX0DER,glenthebookseller,12/21/2021
208,0062024043,9780062024046,Insurgent,Veronica Roth,Teen & Young Adult,Fiction,USD,11.99,17.99,www.amazon.com,Kindle ,10.99,Audiobook ,0,Paperback ,11.49,4.6,19489,49034,ATVPDKIKX0DER,SIMYAH,12/21/2021
209,1982131802,1982131802,Doctor Sleep,Stephen King,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,14.03,18.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,15.73,4.7,21735,8975,ATVPDKIKX0DER,K&L SALES L.L.C.,12/21/2021
210,0545935172,0545935172,Dog Man,Dav Pilkey,Children's Books,Comics & Graphic Novels,USD,5.96,9.99,www.amazon.com,Kindle & comiXology ,5.99,Paperback ,14.57,,NA,4.9,13336,8678,ATVPDKIKX0DER,Gulf Coast Books LLC,12/21/2021
211,1407192167,1407192167,Dog Man 5,Dav Pilkey,Children's Books,Animals,USD,14.57,NA,www.amazon.com,Kindle & comiXology ,5.99,Hardcover ,5.96,,NA,4.9,13336,161548,ATVPDKIKX0DER,Hippo Books,12/21/2021
212,0545935180,0545935180,Dog Man And Cat Kid,Dav Pilkey,Children's Books,Comics & Graphic Novels,USD,5.96,9.99,www.amazon.com,Kindle & comiXology ,5.99,Paperback ,16.84,,NA,4.9,13253,15603,ATVPDKIKX0DER,goodwill_ind_of_mid_tn,12/21/2021
213,0545935202,0545935202,Dog Man Unleashed,Dav Pilkey,Children's Books,Comics & Graphic Novels,USD,6.98,9.99,www.amazon.com,Kindle & comiXology ,5.99,Paperback ,14.11,,NA,4.9,13893,11257,ATVPDKIKX0DER,VMG Books & Media,12/21/2021
214,B07S4MFSFG,,Don T Make A Sound,T.R. Ragan,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Audiobook Audiobook ,0,Paperback ,9.45,Audio CD ,8.81,4.3,12101,3720,,Amazon,12/21/2021
215,1419741977,1419741977,Double Down,Jeff Kinney,Children's Books,Humor,USD,8.78,14.99,www.amazon.com,Kindle & comiXology ,1.99,Audiobook ,0,Paperback ,9.74,4.8,10804,856,ATVPDKIKX0DER,worldofbooksinc,12/21/2021
216,0375851569,0375851569,Dr Seuss S Beginner Book Collection,Dr. Seuss,Literature & Fiction,Poetry,USD,26.47,49.95,www.amazon.com,,NA,,NA,,NA,4.9,17588,176,ATVPDKIKX0DER,Collect Musings,12/21/2021
217,1607105519,1607105519,Dracula,Bram Stoker,Literature & Fiction,Fiction,USD,9.97,14.99,www.amazon.com,Kindle ,0,Audiobook ,0,Hardcover ,11.69,4.6,10756,301488,ATVPDKIKX0DER,New Legacy Books,12/21/2021
218,0385302312,0385302312,Dragonfly In Amber,Diana Gabaldon,Literature & Fiction,Fiction,USD,21.49,36,www.amazon.com,Kindle ,7.99,Audiobook ,0,Paperback ,13.59,4.8,18323,20744,ATVPDKIKX0DER,Amazon,12/21/2021
219,0803736800,0803736800,Dragons Love Tacos,Adam RubinDaniel Salmieri,Children's Books,"Fairy Tales, Folk Tales & Myths",USD,8.95,18.99,www.amazon.com,Kindle ,10.99,Audiobook ,0,Paperback ,15.99,4.7,12520,85,ATVPDKIKX0DER,FindAnyBook,12/21/2021
220,B084RJZ7ZX,,Drown Her Sorrows,Melinda Leigh,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Audiobook Audiobook ,0,Hardcover ,13.19,Paperback ,10.99,4.6,10010,532,,Amazon,12/21/2021
221,0143111582,9780143111580,Dune,Frank Herbert,Literature & Fiction,United States,USD,21.49,30,www.amazon.com,Kindle ,9.99,Audiobook ,0,Paperback ,8.24,4.7,43289,3923,ATVPDKIKX0DER,Amazon,12/21/2021
222,0786966629,0786966629,Dungeons Dragons Core Rulebooks Gift Set,Wizards RPG Team,Literature & Fiction,Action & Adventure,USD,87.17,169.95,www.amazon.com,,NA,,NA,,NA,4.9,11246,654,ATVPDKIKX0DER,bellwetherbooks,12/21/2021
223,0786965622,9780786965625,Dungeons Dragons Dungeon Master S Guide,Wizards RPG Team,Humor & Entertainment,Puzzles & Games,USD,33.86,49.95,www.amazon.com,,NA,,NA,,NA,4.9,21769,499,ATVPDKIKX0DER,Goodwill of Silicon Valley,12/21/2021
224,0786966831,0786966831,Dungeons Dragons Essentials Kit,by Wizards RPG Team (Author),Literature & Fiction,Action & Adventure,USD,15.49,24.99,www.amazon.com,,NA,,NA,,NA,4.8,13374,781,ATVPDKIKX0DER,Amazon,12/21/2021
225,0786965614,0786966750,Dungeons Dragons Monster Manual,Wizards RPG Team,Humor & Entertainment,Puzzles & Games,USD,27.49,49.95,www.amazon.com,,NA,,NA,,NA,4.9,20764,482,ATVPDKIKX0DER,glenthebookseller,12/21/2021
226,0786965592,0786965592,Dungeons Dragons Starter Set,Wizards RPG Team,Humor & Entertainment,Puzzles & Games,USD,8.62,19.99,www.amazon.com,,NA,,NA,,NA,4.7,15418,643,ATVPDKIKX0DER,Amazon,12/21/2021
227,0515143820,0515143820,Echo Burning,Lee Child,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,4.5,9.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,22.9,4.5,10626,15158,ATVPDKIKX0DER,Amazon,12/21/2021
228,0316160202,0316160202,Eclipse,Stephenie Meyer,Literature & Fiction,Fiction,USD,19.79,22.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Paperback ,16.99,4.7,10532,35757,ATVPDKIKX0DER,California Book Bag,12/21/2021
229,B00JPCCJFS,,Edge Of Eternity,Ken Follett,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Kindle ,9.99,Audiobook ,0,Library Binding ,5.82,4.2,18944,281839,,Amazon,12/21/2021
230,0399590501,0099511029,Educated,Tara Westover,Biographies & Memoirs,Community & Culture,USD,13,28,www.amazon.com,Kindle ,12.99,Audiobook ,0,Paperback ,16.99,4.7,57982,540,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
231,0735220689,0735220689,Eleanor Oliphant Is Completely Fine,Gail Honeyman,Literature & Fiction,Fiction,USD,13.53,27,www.amazon.com,Kindle ,11.99,Audiobook ,0,Paperback ,12.78,4.5,49889,21453,ATVPDKIKX0DER,Vivé Liber Books LLC,12/21/2021
232,0062301233,9780062301239,Elon Musk,Ashlee Vance,Engineering & Transportation,Engineering,USD,16.99,32.5,www.amazon.com,Kindle ,11.99,Audiobook ,0,Paperback ,13.99,4.7,13319,5590,ATVPDKIKX0DER,Vivé Liber Books LLC,12/21/2021
233,1542019850,1542019850,Elsewhere,Dean Koontz,Literature & Fiction,Fiction,USD,13.29,28.99,www.amazon.com,Kindle ,0,Audiobook ,0,Paperback ,8.99,4.5,10203,16590,ATVPDKIKX0DER,Friends of Fauquier Library,12/21/2021
234,1619636093,1619636093,Empire Of Storms,Sarah J. Maas,Teen & Young Adult,Fiction,USD,10.79,11.99,www.amazon.com,Kindle ,7.1,Audiobook ,0,Hardcover ,49.95,4.8,12840,7647,ATVPDKIKX0DER,Clean Earth Books,12/21/2021
235,1416591052,9781416591054,Empire Of The Summer Moon,S. C. Gwynne,Biographies & Memoirs,Community & Culture,USD,17.41,28.99,www.amazon.com,Kindle ,13.99,Audiobook ,0,Paperback ,12.29,4.8,10915,4871,ATVPDKIKX0DER,Blue Cat Trading LLC,12/21/2021
236,0765378485,0765378485,Ender S Game,Orson Scott Card,Teen & Young Adult,Science Fiction & Fantasy,USD,9.34,12.99,www.amazon.com,Kindle ,0,Audiobook ,0,Hardcover ,9.49,4.6,15984,44343,ATVPDKIKX0DER,Valleys Books & More,12/21/2021
237,1982164883,1982164883,Enemy At The Gates,Kyle Mills,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,14.08,28.99,www.amazon.com,Kindle ,14.99,Audiobook ,0,Paperback ,NA,4.6,11384,2498,ATVPDKIKX0DER,Kevabooks,12/21/2021
238,B00BR1FKPG,,Entwined With You,"Jill Redfield (Narrator), Sylvia Day (Author), Brilliance Audio (Publisher) & 0 more",Literature & Fiction,Women's Fiction,USD,9.99,NA,www.amazon.com,Kindle ,9.99,Hardcover ,24.23,Paperback ,14.49,4.3,13004,5040,,Amazon,12/21/2021
239,1538728540,1538728540,Every Breath,Nicholas Sparks,Literature & Fiction,Fiction,USD,9.13,15.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,24.19,4.7,12905,9306,ATVPDKIKX0DER,Amazon,12/21/2021
240,1542020190,1542020190,Every Last Secret,A. R. Torre,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,11.95,15.95,www.amazon.com,Kindle ,0,Audiobook ,0,Audio CD ,14.99,4.3,21376,5084,ATVPDKIKX0DER,Amazon,12/21/2021
241,0762492791,0762492791,Everyday Tarot Mini Tarot Deck,Brigit Esselmont,Religion & Spirituality,New Age & Spirituality,USD,10.39,12.95,www.amazon.com,,NA,,NA,,NA,4.8,10863,5521,ATVPDKIKX0DER,Amazon,12/21/2021
242,0143127551,0143127551,Everything I Never Told You,Celeste Ng,Literature & Fiction,Fiction,USD,7.25,17,www.amazon.com,Kindle ,13.99,Audiobook ,0,Hardcover ,15.39,4.3,21486,2757,ATVPDKIKX0DER,Vivé Liber Books LLC,12/21/2021
243,B07BGGB9DX,,Everything You Need To Ace Math In One Big Fat Notebook,Workman Publishing,Children's Books,Education & Reference,USD,9.99,NA,www.amazon.com,Paperback ,10.27,,NA,,NA,4.7,13674,44286,,Amazon,12/21/2021
244,1250183863,9781250183866,Extreme Ownership,Jocko Willink,Biographies & Memoirs,Leaders & Notable People,USD,14.49,28.99,www.amazon.com,Kindle ,0,Audiobook ,0,Paperback ,18,4.8,21179,258,ATVPDKIKX0DER,Abundance Booksellers,12/21/2021
245,1250107814,1250107814,Factfulness,Hans RoslingAnna Rosling RönnlundOla Rosling,Science & Math,Mathematics,USD,14.79,27.99,www.amazon.com,Kindle ,0,Audiobook ,0,Paperback ,11.59,4.6,11404,17781,ATVPDKIKX0DER,Vivé Liber Books LLC,12/21/2021
246,1451673310,9781451673319,Fahrenheit 451,Ray Bradbury,Politics & Social Sciences,Politics & Government,USD,8.29,17,www.amazon.com,Kindle ,12.99,Audiobook ,0,Hardcover ,19.98,4.6,24966,839,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
247,1538736330,1538736330,Fair Warning,Michael Connelly,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,11.28,16.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,13.51,4.5,21790,27365,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
248,1250787831,1250787831,Faithless In Death,J. D. Robb,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,17,19.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,14.35,4.8,15737,192319,ATVPDKIKX0DER,indoobestsellers,12/21/2021
249,0451232577,0451232577,Fall Of Giants,Ken Follett,Literature & Fiction,Fiction,USD,14.67,25,www.amazon.com,Kindle ,7.99,Audiobook ,0,Hardcover ,22.97,4.5,15638,95386,ATVPDKIKX0DER,Dio Evolutions,12/21/2021
250,0702306878,0702306878,Fetch 22,Dav Pilkey,Children's Books,Animals,USD,16.37,NA,www.amazon.com,Kindle & comiXology ,7.99,Hardcover ,7.76,,NA,4.9,24755,85613,A2LV0SRZBF8L1P,BOOKS etc. _BOOKS etc. _Bahamut Media,12/21/2021
251,B007UWP5AG,,Fifty Shades Darker,"Becca Battoe (Narrator), E. L. James (Author), Random House Audio (Publisher) & 0 more",Literature & Fiction,Women's Fiction,USD,9.99,NA,www.amazon.com,Kindle ,7.99,Hardcover ,7.02,Paperback ,10.33,4.5,30399,918,,Amazon,12/21/2021
252,B007UWPAD8,,Fifty Shades Freed,"Becca Battoe (Narrator), E. L. James (Author), Random House Audio (Publisher) & 0 more",Literature & Fiction,Women's Fiction,USD,9.99,NA,www.amazon.com,Kindle ,7.99,Hardcover ,18,Paperback ,11.16,4.5,30171,1073,,Amazon,12/21/2021
253,B007R07BK8,,Fifty Shades Of Grey,"Becca Battoe (Narrator), E. L. James (Author), Random House Audio (Publisher) & 0 more",Literature & Fiction,Women's Fiction,USD,9.99,NA,www.amazon.com,Kindle ,5.99,Hardcover ,26.95,Paperback ,13.99,4,56623,475,,Amazon,12/21/2021
254,B00U7U0CJW,,Finders Keepers,"Stephen King (Author), Will Patton (Narrator), Simon & Schuster Audio (Publisher) & 0 more",Literature & Fiction,Fiction,USD,9.99,NA,www.amazon.com,Kindle ,8.99,Hardcover ,11.1,Paperback ,14.99,4.6,10945,2161,,Amazon,12/21/2021
255,0063046105,0063046105,Finding Freedom,Omid ScobieCarolyn Durand,Biographies & Memoirs,Leaders & Notable People,USD,16.62,27.99,www.amazon.com,Kindle ,11.99,Audiobook ,0,Paperback ,11.19,4.2,12951,45468,ATVPDKIKX0DER,TrustedMarketing,12/21/2021
256,1250158060,1250158060,Fire And Fury,Michael Wolff,Biographies & Memoirs,Leaders & Notable People,USD,9.47,30,www.amazon.com,Kindle ,11.99,Audiobook ,0,Paperback ,12.05,4.2,16687,40749,A1FH9EIAVVX1VZ,JCK-ShopJCK-Shopgiggil,12/21/2021
257,152479628X,152479628X,Fire Blood,George R. R. Martin,Literature & Fiction,Action & Adventure,USD,24.48,35,www.amazon.com,Kindle ,9.99,Audiobook ,0,Paperback ,14.86,4.6,10519,9241,ATVPDKIKX0DER,Red Pool,12/21/2021
258,0312537077,0312537077,Firefly Lane,Kristin Hannah,Literature & Fiction,Fiction,USD,10.7,17.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,25.95,4.6,23783,3564,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
259,0312521065,0312521065,First 100 Board Book Box Set,Roger Priddy,Children's Books,Education & Reference,USD,13.17,17.97,www.amazon.com,,NA,,NA,,NA,4.8,11915,950,ATVPDKIKX0DER,Goodwill Minnesota,12/21/2021
260,0312510780,0312510780,First 100 Words,Roger Priddy,Children's Books,Education & Reference,USD,4.78,5.99,www.amazon.com,Kindle ,0,Hardcover ,13.95,,NA,4.7,31423,607,ATVPDKIKX0DER,Amazon,12/21/2021
261,0545231493,9780545231497,First Little Readers Parent Pack,Deborah Schecter,Children's Books,Fiction,USD,13.29,20.99,www.amazon.com,,NA,,NA,,NA,4.7,23367,228,ATVPDKIKX0DER,Amazon,12/21/2021
262,1338233580,1338233580,Flash Cards,"by Scholastic Teacher Resources (Author), Scholastic (Author)",Education & Teaching,Schools & Teaching,USD,2.88,3.49,www.amazon.com,,NA,,NA,,NA,4.8,12777,260,ATVPDKIKX0DER,Amazon,12/21/2021
263,160774273X,160774273X,Flour Water Salt Yeast,Ken Forkish,"Cookbooks, Food & Wine",Baking,USD,17.39,35,www.amazon.com,Kindle ,18.99,,NA,,NA,4.8,10845,327,ATVPDKIKX0DER,Amazon,12/21/2021
264,1250031818,1250031818,Fly Away,Kristin Hannah,Literature & Fiction,Fiction,USD,10.67,17.99,www.amazon.com,Kindle ,11.99,Audiobook ,0,Hardcover ,31.88,4.5,13223,6203,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
265,B00SLWQGUM,,Follow You Home,Mark Edwards,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Audiobook Audiobook ,0,Paperback ,11.95,Audio CD ,14.29,4.1,10371,16415,,Amazon,12/21/2021
266,0718039874,0718039874,Forgiving What You Can T Forget,Lysa TerKeurst,Christian Books & Bibles,Christian Living,USD,14.4,26.99,www.amazon.com,Kindle ,14.99,Audiobook ,0,Paperback ,28.7,4.8,16219,993,ATVPDKIKX0DER,California Book Bag,12/21/2021
267,1250272815,1250272815,Forgotten In Death,J. D. Robb,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,17.93,28.99,www.amazon.com,Kindle ,14.99,Audiobook ,0,Paperback ,25.42,4.8,12138,9714,ATVPDKIKX0DER,California Book Bag,12/21/2021
268,1615190619,1615190619,Forks Over Knives The Cookbook,Del Sroufe,"Crafts, Hobbies & Home",Home Improvement & Design,USD,11.26,18.95,www.amazon.com,Kindle ,8.61,Library Binding ,NA,,NA,4.5,11851,1766,ATVPDKIKX0DER,Vivé Liber Books LLC,12/21/2021
269,1982154853,1982154853,Fortune And Glory,Janet Evanovich,Literature & Fiction,Humor & Satire,USD,13.48,17,www.amazon.com,Kindle ,8.99,Audiobook ,0,Hardcover ,16.9,4.6,20109,4886,ATVPDKIKX0DER,drg products,12/21/2021
270,0553293354,0553293354,Foundation,Isaac Asimov,Literature & Fiction,United States,USD,6.79,7.99,www.amazon.com,Kindle ,7.99,Audiobook ,0,School & Library Binding ,18.8,4.5,10805,2427,ATVPDKIKX0DER,Bay State Book Company,12/21/2021
271,0307931803,9780307931801,Fox In Socks,Dr. Seuss,Children's Books,Early Learning,USD,3.4,4.99,www.amazon.com,Kindle ,7.99,Audiobook ,0,Hardcover ,4.96,4.9,11778,29711,ATVPDKIKX0DER,Amazon,12/21/2021
272,0593203399,0593203399,Frankenstein,by Mary Shelley (Author),Teen & Young Adult,Science Fiction & Fantasy,USD,11.39,12.99,www.amazon.com,Kindle ,0.99,Audiobook ,0,Paperback ,5.46,4.6,11198,50485,ATVPDKIKX0DER,BookOutlet USA,12/21/2021
273,B08Y97CJQV,,Freed,"E. L. James (Author), Zachary Webber (Narrator), Random House Audio (Publisher) & 0 more",Literature & Fiction,Women's Fiction,USD,9.99,NA,www.amazon.com,Kindle ,5.36,Library Binding ,31.99,Paperback ,5.73,4.7,11213,949,,Amazon,12/21/2021
274,1952457009,1952457009,From Blood And Ash,Jennifer L. Armentrout,Science Fiction & Fantasy,Fantasy,USD,18.99,NA,www.amazon.com,Kindle ,7.99,Audiobook ,0,Hardcover ,31.99,4.7,29970,790,ATVPDKIKX0DER,Glids Music and Books,12/21/2021
275,1452179611,1452179611,From Crook To Cook,"by Snoop Dogg (Author), Ryan Ford","Cookbooks, Food & Wine",Regional & International,USD,17.46,24.95,www.amazon.com,Kindle ,9.99,,NA,,NA,4.8,20842,127,ATVPDKIKX0DER,Hippo Books,12/21/2021
276,1537498649,1537498649,Fucking Adorable Cute Critters With Foul Mouths,Heather Land,"Crafts, Hobbies & Home",Crafts & Hobbies,USD,4.99,NA,www.amazon.com,,NA,,NA,,NA,4.7,20744,2315,ATVPDKIKX0DER,Amazon,12/21/2021
277,1601429649,1601429649,Get Out Of Your Head,Jennie Allen,Christian Books & Bibles,Christian Living,USD,14,23.99,www.amazon.com,Kindle ,14.99,Audiobook ,0,,NA,4.7,18506,866,ATVPDKIKX0DER,Amazon,12/21/2021
278,0545392551,0545392551,Giraffes Can T Dance,Giles AndreaeGuy Parker-Rees,Children's Books,"Arts, Music & Photography",USD,6.28,6.99,www.amazon.com,Hardcover ,15.29,Paperback ,11.61,Audio CD ,10.99,4.8,27188,913,ATVPDKIKX0DER,glenthebookseller,12/21/2021
279,B07YNJ2JZM,,Girl Gone Mad,Avery Bishop,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Audiobook Audiobook ,0,Paperback ,6.99,Audio CD ,5.17,4.3,12595,3805,,Amazon,12/21/2021
280,1400209609,1400209609,Girl Stop Apologizing,Rachel Hollis,Business & Money,Business Culture,USD,17.41,27.99,www.amazon.com,Kindle ,13.49,Audiobook ,0,Paperback ,12.64,4.6,13502,9285,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
281,1400201659,9781400201655,Girl Wash Your Face,Rachel Hollis,Christian Books & Bibles,Christian Living,USD,13.67,26.99,www.amazon.com,Kindle ,0,Audiobook ,0,Paperback ,13,4.6,26448,2942,ATVPDKIKX0DER,Kelso's Media,12/21/2021
282,B082NN6JFN,,Girls Of Brackenhill,Kate Moretti,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Audiobook Audiobook ,0,Paperback ,7.99,Audio CD ,11.4,4.1,17634,8604,,Amazon,12/21/2021
283,1617750255,1617750255,Go The F K To Sleep,Adam Mansbach,Humor & Entertainment,Humor,USD,10.65,15.95,www.amazon.com,Kindle ,6.99,Audiobook ,0,Audio CD ,15.76,4.8,15181,442,ATVPDKIKX0DER,Lee B Supply,12/21/2021
284,0307729915,0307729915,God Gave Us You,Lisa Tawn BergrenLaura J. Bryant,Children's Books,Fiction,USD,6.29,6.99,www.amazon.com,Kindle ,4.99,Audiobook ,0,Hardcover ,9.89,4.9,18171,10533,ATVPDKIKX0DER,Jerz Products LLC,12/21/2021
285,0316420085,0316420085,Golden Girl,Elin Hilderbrand,Literature & Fiction,Fiction,USD,14.5,29,www.amazon.com,Kindle ,14.99,Audiobook ,0,Paperback ,17.99,4.6,19721,1575,ATVPDKIKX0DER,SRS Company,12/21/2021
286,B0088UT8IO,,Gone Girl,"Julia Whelan (Narrator), Kirby Heyborne (Narrator), Gillian Flynn (Author), Random House Audio (Publisher) & 1 more","Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Kindle ,9.99,Hardcover ,14.34,Paperback ,14.24,4.1,63442,984,,Amazon,12/21/2021
287,B08XVZSCM9,,Good As Dead,"Susan Walter (Author), Kimberly Woods (Narrator), Suzanne Elise Freeman (Narrator), James Anderson Foster (Narrator), Selah Victor (Narrator), Jack Turner (Narrator), Seth Podowitz (Narrator), Brilliance Audio (Publisher) & 5 more",Literature & Fiction,Fiction,USD,9.99,NA,www.amazon.com,Kindle ,0,Paperback ,10.95,Audio CD ,11.91,4.3,10996,20166,,Amazon,12/21/2021
288,1976436184,1976436184,Good Days Start With Gratitude,by Pretty Simple Press (Author),Self-Help,Creativity,USD,6.99,NA,www.amazon.com,Spiral-bound ,18.99,,NA,,NA,4.6,25061,91,ATVPDKIKX0DER,Clean Earth Books,12/21/2021
289,132885213X,132885213X,Good Night Little Blue Truck,Alice Schertle,Children's Books,Growing Up & Facts of Life,USD,10.77,17.99,www.amazon.com,Kindle ,0,Board book ,NA,,NA,4.9,12487,514,ATVPDKIKX0DER,Goodwill Minnesota,12/21/2021
290,0060853964,0060853964,Good Omens,Neil GaimanTerry Pratchett,Literature & Fiction,Fiction,USD,29.99,NA,www.amazon.com,Kindle ,8.99,Audiobook ,0,Paperback ,17.99,4.7,14729,35838,ATVPDKIKX0DER,The BookBank,12/21/2021
291,1788171829,1788171829,Good Vibes Good Life,Vex King,Self-Help,Happiness,USD,13.29,16.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,23,4.7,20082,1570,ATVPDKIKX0DER,Amazon,12/21/2021
292,0811877825,0811877825,Goodnight Goodnight Construction Site,Sherri Duskey RinkerTom Lichtenheld,Children's Books,Growing Up & Facts of Life,USD,14.49,16.99,www.amazon.com,Kindle ,0,Audiobook ,0,Perfect Paperback ,14.95,4.9,16563,2089,ATVPDKIKX0DER,Vivé Liber Books LLC,12/21/2021
293,0694003611,0694003611,Goodnight Moon,Margaret Wise Brown,Children's Books,Animals,USD,5.36,8.99,www.amazon.com,Kindle ,0,Audiobook ,0,Hardcover ,14.99,4.9,20708,365,ATVPDKIKX0DER,glenthebookseller,12/21/2021
294,1484746694,1484746694,Gravity Falls,Alex HirschRob Renzetti,Children's Books,Action & Adventure,USD,15.99,19.99,www.amazon.com,,NA,,NA,,NA,4.8,16076,1018,ATVPDKIKX0DER,Momma's Media,12/21/2021
295,0345543254,0345543254,Gray Mountain,John Grisham,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,7.48,9.99,www.amazon.com,Kindle ,7.99,Audiobook ,0,Hardcover ,14.75,4,25415,9431,ATVPDKIKX0DER,HOME-WORKS,12/21/2021
296,0394800168,0545002850,Green Eggs And Ham,Dr.Seuss,Children's Books,Fiction,USD,8.12,9.99,www.amazon.com,Kindle ,7.99,Audiobook ,0,Paperback ,9.79,4.9,18241,1350,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
297,1638788510,1638788510,Green Witchcraft,Paige Vanderbeck,Religion & Spirituality,New Age & Spirituality,USD,10.64,22.99,www.amazon.com,Kindle ,0,Audiobook ,0,Paperback ,8.99,4.8,11314,10191,ATVPDKIKX0DER,Amazon,12/21/2021
298,0593139135,0593139135,Greenlights,Matthew McConaughey,Biographies & Memoirs,Arts & Literature,USD,16.95,30,www.amazon.com,Kindle ,13.99,Audiobook ,0,Paperback ,19.99,4.7,48136,77,ATVPDKIKX0DER,Golden Door Inc.,12/21/2021
299,1101946342,9781101946343,Grey,E L James,Literature & Fiction,Women's Fiction,USD,11.83,17.99,www.amazon.com,Kindle ,7.39,Audiobook ,0,Library Binding ,36.72,4.5,34483,13295,ATVPDKIKX0DER,tmjlbooks,12/21/2021
300,1501111108,1501111108,Grit,Angela Duckworth,"Health, Fitness & Dieting",Psychology & Counseling,USD,18.58,28.99,www.amazon.com,Kindle ,14.99,Audiobook ,0,Paperback ,9.88,4.6,10042,10584,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
